0
(0.015303 16 1 16 , 0.363463 16 3 16) - (0.0874431 16 1 16 , 0.165148 16 1 15)
(0.0439861 22 6 27 , 0.291692 22 4 27) - (0.0635642 23 6 27 , 0.169841 21 6 26)
(0.032936 10 6 11 , 0.0913969 10 6 12) - (0.0668741 10 5 13 , 0.316394 10 5 14)
(0.0498173 17 23 22 , 0.234156 16 21 24) - (0.0620738 18 23 21 , 0.251692 17 23 21)
(0.0521637 3 5 9 , 0.320624 4 5 9) - (0.0312919 3 3 9 , 0.336072 4 2 8)
(0.0638312 21 13 17 , 0.192953 20 14 19) - (0.0573549 20 14 20 , 0.539508 20 13 20)
(0.044939 0 9 3 , 0.514837 1 9 1) - (0.091757 1 9 3 , 0.440349 1 9 4)
(0.0652893 26 9 17 , 0.0918326 26 9 18) - (0.067812 26 8 20 , 0.336812 26 8 19)
(0.257843 27 1 20 , 0.601497 26 0 20) - (0.0416286 27 0 20 , 0.0921596 27 1 20)
(0.0263595 3 20 9 , 0.224124 3 21 9) - (0.0187151 5 20 10 , 0.334152 7 18 9)
(0.0239636 10 8 21 , 0.457665 10 8 22) - (0.055654 12 8 21 , 0.093928 11 8 21)
(0.0479295 10 23 18 , 0.24667 10 22 18) - (0.0358624 10 24 16 , 0.551265 10 24 15)
(0.0452052 1 19 6 , 0.319284 2 19 3) - (0.0516143 3 19 4 , 0.27423 3 18 2)
(0.0457577 26 13 17 , 0.216036 26 12 17) - (0.0426537 26 14 16 , 0.169013 26 12 15)
(0.0220573 25 25 19 , 0.0949959 22 25 19) - (0.0352704 25 24 19 , 0.440079 25 24 20)
(0.016715 25 9 24 , 0.180659 26 7 24) - (0.226542 25 9 24 , 0.340409 25 8 24)
(0.0212011 27 11 23 , 0.239866 26 10 23) - (0.0512191 26 5 24 , 0.254916 27 5 26)
(0.0442355 21 4 23 , 0.179473 20 4 23) - (0.0428635 19 3 23 , 0.178449 18 4 24)
(0.0457506 27 7 0 , 0.195826 26 9 1) - (0.0048866 27 6 1 , 0.359755 26 4 2)
(0.0144285 13 27 18 , 0.263984 14 28 19) - (0.0647707 14 26 18 , 0.586919 14 27 18)
(0.0193323 24 6 8 , 0.0956846 25 6 8) - (0.12582 25 5 8 , 0.208798 26 5 8)
(0.0612923 26 7 8 , 0.312627 26 8 8) - (0.0631667 25 7 8 , 0.121665 25 7 7)
(0.0122693 16 5 17 , 0.305016 15 4 15) - (0.15214 15 8 16 , 0.334882 15 7 16)
(0.0228198 21 26 7 , 0.26973 22 25 6) - (0.0933981 23 27 7 , 0.276141 23 27 6)
(0.00123026 28 5 24 , 0.337014 24 8 22) - (0.057969 28 5 23 , 0.343125 28 4 23)
(0.0815905 9 26 13 , 0.284312 9 26 14) - (0.0967235 9 25 13 , 0.282541 8 25 12)
(0.0621439 8 11 6 , 0.10007 8 10 5) - (0.0883448 7 11 7 , 0.192738 8 9 7)
(0.0539405 12 22 6 , 0.45752 12 22 4) - (0.0969551 12 21 6 , 0.235622 12 21 5)
(0.0400195 15 17 19 , 0.246183 15 18 19) - (0.0970967 14 17 19 , 0.370561 13 17 19)
(0.0670912 13 18 24 , 0.117425 13 18 23) - (0.011693 13 19 25 , 0.244289 14 20 25)
(0.0330017 4 5 26 , 0.098491 3 5 28) - (0.0527123 2 4 28 , 0.356538 2 3 28)
(0.0280164 11 18 18 , 0.303383 11 18 17) - (0.0442601 11 19 18 , 0.201807 11 19 17)
(0.0474227 24 29 22 , 0.0987651 23 28 22) - (0.233285 24 28 22 , 0.279636 24 29 22)
(0.00837967 29 20 22 , 0.0988095 28 20 22) - (0.231787 28 20 22 , 0.408499 28 20 21)
(0.0988197 26 27 28 , 0.180995 26 28 28) - (0.0402981 25 27 28 , 0.204012 25 27 27)
(0.0711445 9 18 15 , 0.296649 9 18 14) - (0.0266335 8 18 15 , 0.0989366 8 18 16)
(0.0993237 19 14 23 , 0.213589 19 16 23) - (0.0308196 18 14 23 , 0.466407 19 14 23)
(0.0692587 19 12 22 , 0.315258 19 13 22) - (0.0163687 19 13 22 , 0.119404 19 14 22)
(0.074242 18 26 13 , 0.418936 18 27 13) - (0.0561026 17 26 13 , 0.286917 19 25 13)
