0
(0.164227 3 27 5 , 0.181719 3 27 4)
(0.0271169 26 27 12 , 0.182327 26 28 11)
(0.0625619 9 6 2 , 0.1824 9 5 2)
(0.0543788 10 22 14 , 0.18267 10 22 15)
(0.117618 19 24 8 , 0.18327 19 23 8)
(0.15497 12 11 2 , 0.183816 13 11 2)
(0.0422316 24 4 18 , 0.184227 24 4 19)
(0.145515 22 26 23 , 0.184287 22 27 23)
(0.0410243 7 17 14 , 0.184323 7 17 15)
(0.110223 12 27 25 , 0.184409 12 27 26)
(0.184294 4 23 14 , 0.184513 4 23 13)
(0.104208 28 19 14 , 0.184521 27 20 14)
(0.147249 7 14 1 , 0.185083 7 14 2)
(0.150257 19 4 18 , 0.185183 19 4 19)
(0.144196 10 22 29 , 0.185553 11 22 29)
(0.104232 12 22 29 , 0.185553 11 22 29)
(0.154284 29 3 20 , 0.185701 29 3 19)
(0.0687666 5 16 27 , 0.186104 5 17 25)
(0.127446 12 2 21 , 0.186772 11 2 21)
(0.0890336 10 5 15 , 0.186911 9 4 15)
(0.116844 11 2 7 , 0.187285 11 3 7)
(0.151571 5 11 24 , 0.187717 6 11 24)
(0.0748018 2 14 8 , 0.188019 2 13 8)
(0.021826 15 20 12 , 0.188024 14 20 12)
(0.0704245 21 16 26 , 0.188245 21 15 25)
(0.0619978 22 8 14 , 0.188618 22 8 15)
(0.0980014 2 2 8 , 0.188808 2 2 9)
(0.148766 16 14 10 , 0.188983 16 15 10)
(0.12553 16 15 11 , 0.188983 16 15 10)
(0.170482 2 10 8 , 0.189027 2 11 8)
(0.113343 14 1 0 , 0.189186 14 2 0)
(0.144043 2 20 2 , 0.189439 1 20 2)
(0.0894059 17 15 7 , 0.189529 19 15 7)
(0.133958 24 0 4 , 0.189988 23 0 4)
(0.178402 3 6 18 , 0.190063 3 6 19)
(0.110664 20 27 15 , 0.190141 20 28 15)
(0.13032 13 19 11 , 0.190307 13 18 11)
(0.0766057 9 16 4 , 0.190925 10 16 5)
(0.162245 10 17 5 , 0.190925 10 16 5)
(0.0821773 18 28 22 , 0.191077 18 29 22)
(0.0308157 21 16 24 , 0.191651 21 16 25)
(0.0398167 5 26 20 , 0.191747 5 25 20)
(0.0861185 12 19 0 , 0.192032 11 19 0)
(0.178574 2 18 23 , 0.192076 1 18 23)
(0.0660124 1 19 23 , 0.192076 1 18 23)
(0.146212 23 9 6 , 0.192246 23 10 6)
(0.190367 7 2 22 , 0.192289 7 3 22)
(0.121616 29 6 22 , 0.192426 28 6 22)
(0.0909604 18 16 12 , 0.19256 18 16 13)
(0.148231 1 15 13 , 0.192962 1 15 12)
(0.074063 21 4 29 , 0.19301 21 3 29)
(0.12554 14 8 11 , 0.193077 14 8 10)
(0.168601 26 21 5 , 0.193248 25 21 5)
(0.0784228 27 8 12 , 0.193807 27 7 12)
(0.162671 6 5 12 , 0.193931 6 6 12)
(0.103653 7 6 12 , 0.193931 6 6 12)
(0.0723483 29 21 0 , 0.193967 28 20 1)
(0.0965468 6 24 10 , 0.194183 6 24 9)
(0.0907873 20 6 7 , 0.194315 20 5 7)
(0.0833237 5 21 16 , 0.194374 5 21 17)
(0.0518266 24 27 17 , 0.19457 24 27 18)
(0.120231 21 27 13 , 0.194599 20 27 13)
(0.185449 8 6 20 , 0.195003 9 6 20)
(0.174956 3 22 23 , 0.195132 3 21 23)
(0.0449963 27 19 11 , 0.195276 27 18 11)
(0.109819 8 22 6 , 0.195285 9 22 6)
(0.0541784 10 22 6 , 0.195285 9 22 6)
(0.190096 5 13 23 , 0.195752 5 14 23)
(0.0852666 6 14 23 , 0.195752 5 14 23)
(0.161574 26 18 13 , 0.195887 26 18 14)
(0.0863444 26 8 25 , 0.195976 26 8 24)
(0.185585 2 25 21 , 0.196419 2 25 20)
(0.0501478 14 5 16 , 0.196497 14 4 14)
(0.038696 28 8 25 , 0.197263 27 8 25)
(0.161509 3 24 10 , 0.197666 3 25 10)
(0.10087 6 6 19 , 0.197746 7 6 19)
(0.172661 20 11 6 , 0.198382 20 12 6)
(0.0618629 2 12 8 , 0.198793 2 16 7)
(0.145947 13 4 19 , 0.199362 13 3 19)
(0.168722 23 11 12 , 0.199816 23 10 12)
(0.16579 17 24 10 , 0.200178 16 24 10)
(0.19012 20 12 2 , 0.200395 20 11 2)
(0.173036 8 14 17 , 0.200775 8 15 17)
(0.0752845 11 28 9 , 0.200913 12 28 9)
(0.155304 6 23 5 , 0.200982 6 23 4)
(0.0503613 3 25 15 , 0.201057 3 25 16)
(0.0190804 8 12 10 , 0.201463 8 12 11)
(0.184066 5 3 2 , 0.201617 4 3 2)
(0.118525 3 29 2 , 0.201744 4 29 2)
(0.175922 10 9 0 , 0.202002 10 9 1)
(0.179351 14 24 20 , 0.202237 13 24 20)
(0.023139 11 23 27 , 0.202272 11 24 27)
(0.0801374 11 24 26 , 0.202272 11 24 27)
(0.172778 20 20 11 , 0.202513 20 21 11)
(0.0148303 11 2 16 , 0.202657 11 2 15)
(0.173121 2 7 14 , 0.202724 2 8 14)
(0.0253362 6 5 22 , 0.20283 6 5 23)
(0.10745 15 1 28 , 0.202892 15 1 27)
(0.0483881 23 28 11 , 0.203075 23 27 11)
(0.18395 11 11 1 , 0.20355 11 12 1)
(0.139422 11 12 2 , 0.20355 11 12 1)
(0.190508 21 8 23 , 0.203553 21 7 23)
(0.046991 21 7 24 , 0.203553 21 7 23)
(0.19187 9 24 17 , 0.203771 10 25 17)
(0.15824 7 14 18 , 0.203946 8 14 18)
(0.180444 15 1 13 , 0.204162 14 1 13)
(0.0785185 14 8 16 , 0.204236 14 8 15)
(0.13911 18 17 5 , 0.204563 18 16 5)
(0.101514 5 15 22 , 0.204594 5 14 22)
(0.022355 28 13 20 , 0.204749 27 13 20)
(0.107893 12 21 24 , 0.20556 12 20 24)
(0.149833 26 15 28 , 0.205738 26 14 29)
(0.0571601 5 2 15 , 0.205949 3 4 16)
(0.123582 15 20 3 , 0.206317 15 20 4)
(0.0535483 15 20 5 , 0.206317 15 20 4)
(0.136046 5 18 28 , 0.206659 4 18 28)
(0.101735 12 25 15 , 0.206785 12 24 15)
(0.144339 1 25 19 , 0.207108 1 26 19)
(0.0879727 19 7 17 , 0.207927 18 6 17)
(0.144528 25 6 14 , 0.208166 25 5 14)
(0.142681 11 21 2 , 0.20831 10 21 2)
(0.0613582 16 18 12 , 0.208417 16 17 12)
(0.0971146 14 8 18 , 0.208428 14 8 19)
(0.104832 14 9 20 , 0.208428 14 8 19)
(0.0569352 1 2 12 , 0.208433 1 3 12)
(0.0297474 8 27 22 , 0.208488 8 26 23)
(0.0694669 8 29 21 , 0.208522 8 28 20)
(0.0709359 9 25 2 , 0.208546 9 26 2)
(0.0857183 13 20 21 , 0.208841 13 20 22)
(0.0504931 25 28 12 , 0.209544 25 27 12)
(0.0370005 18 27 3 , 0.20958 18 27 4)
(0.125885 19 27 4 , 0.20958 18 27 4)
(0.0806097 8 23 17 , 0.209685 9 23 17)
(0.0895312 16 12 13 , 0.210615 15 14 13)
(0.135032 29 3 18 , 0.211509 29 2 19)
(0.124944 3 4 11 , 0.211554 2 4 11)
(0.151171 5 13 13 , 0.211663 4 13 13)
(0.0395766 23 27 18 , 0.211915 23 28 18)
(0.123645 23 28 19 , 0.211915 23 28 18)
(0.0698037 7 22 4 , 0.212226 6 22 3)
(0.088439 8 4 26 , 0.212406 9 4 26)
(0.0410309 2 21 3 , 0.212744 2 20 4)
(0.0962384 27 14 17 , 0.212799 28 14 17)
(0.0544047 15 2 24 , 0.213139 15 2 23)
(0.105701 14 20 1 , 0.213328 14 20 3)
(0.0728298 11 12 15 , 0.21338 12 12 15)
(0.119488 16 17 22 , 0.213752 17 17 22)
(0.119575 24 26 0 , 0.213904 24 27 0)
(0.0895608 12 10 8 , 0.21396 12 10 7)
(0.190813 16 7 19 , 0.214161 16 7 20)
(0.0525232 16 7 21 , 0.214161 16 7 20)
(0.114756 13 3 18 , 0.214217 13 2 19)
(0.153652 13 2 20 , 0.214217 13 2 19)
(0.102978 22 7 10 , 0.214466 22 7 8)
(0.0963502 8 12 15 , 0.214641 7 12 15)
(0.142069 26 19 14 , 0.214653 26 19 15)
(0.109943 29 13 13 , 0.214669 29 13 14)
(0.0379831 23 22 5 , 0.214855 22 23 6)
(0.100581 17 13 12 , 0.214969 17 14 12)
(0.146586 3 21 7 , 0.21498 2 21 7)
(0.137613 24 4 15 , 0.215252 24 5 15)
(0.0997959 10 29 1 , 0.215343 11 29 1)
(0.0853423 24 6 16 , 0.215464 24 4 16)
(0.040148 18 29 4 , 0.215575 20 29 4)
(0.125008 13 11 10 , 0.215613 13 11 9)
(0.18206 7 2 18 , 0.21568 7 2 19)
(0.200738 17 29 25 , 0.215802 17 29 26)
(0.127701 17 29 27 , 0.215802 17 29 26)
(0.159043 1 6 28 , 0.215826 2 6 28)
(0.0432628 2 5 28 , 0.215826 2 6 28)
(0.178527 1 9 19 , 0.215969 2 9 19)
